District,Jurisdiction,Route,Route Name,VA Struc No.,Fed Struc Id,Crossing,Type,Year Built,Year Recnst (State),Year Recnst (Fed),Deck Cond,Super Cond,Sub Cond,Culvert Cond,Suffic Rating,NBI,Func Obslt,Struc Defic,Last Inspected,Weight Posting Status,Single Sign - Single Unit Vehicle - Posted Capacity (in tons),Dual Sign - Single Unit Vehicle - Posted Capacity (in tons),Dual Sign - Combination Unit Vehicle - Posted Capacity (in tons),Responsibility,Structure Length (FT),Structure Width (FT),Avg Daily Traffic,Road System,Health Index,Report Date
Culpeper,Albemarle County,00250,RICHMOND ROAD,1114,0027691,LIMESTONE CREEK,Culvert,2003,,-1,N,N,N,8,99.5,N,,,10/13/2011,-,,,,VDOT,9.8,56,5631,Primary,100,2/5/2014
Culpeper,Albemarle County,00250,RICHMOND ROAD,1115,0027692,CARROLL CREEK,Culvert,2003,0,-1,N,N,N,8,97.5,N,,,10/13/2011,-,,,,VDOT,12.1,56,5631,Primary,100,2/5/2014
Culpeper,Albemarle County,01641,WEST LEIGH,6418,0027642,IVY CREEK,Culvert,2003,0,-1,N,N,N,7,86.9,N,,,6/21/2013,-,,,,VDOT,19,42,868,Secondary,100,2/5/2014
Culpeper,Albemarle County,00053,THOMAS JEFFERSON PA,5012,0027643,PEDESTRIAN UNDERPASS,Culvert,2003,0,-1,N,N,N,8,92.8,N,,,6/2/2011,-,,,,Private (non-rail),8.9,84,9649,O,100,2/5/2014
Culpeper,Fauquier County,00682,Blacksnake Lane,6007,0027650,Great Run,Bridge,2005,0,-1,7,7,7,N,76.2,Y,,,7/1/2013,-,,,,VDOT,34,20.5,112,Secondary,99.8,2/5/2014
Culpeper,Fauquier County,00779,Turkey Run Road,6051,0027821,Turkey Run,Culvert,2004,0,-1,N,N,N,7,89.0,Y,,,2/4/2013,-,,,,VDOT,27,46,646,Secondary,100,2/5/2014
Culpeper,Fauquier County,00605,Dumfries Road,6011,0027827,Mill Run,Culvert,2009,0,-1,N,N,N,7,95.8,Y,,,8/8/2013,-,,,,VDOT,38,81,11074,Secondary,100,2/5/2014
Culpeper,Rappahannock County,00729,Richmond Road,6061,0027859,Battle Run,Bridge,2012,2012,-1,9,9,9,N,95.1,Y,,,9/24/2012,-,,,,VDOT,94,33,925,Secondary,100,2/5/2014
Culpeper,Louisa County,00660,Red Hill Road,6053,0027776,Bowler Creek,Culvert,2004,0,-1,N,N,N,7,99.8,N,,,11/5/2012,-,,,,VDOT,18,35,316,Secondary,99.52,2/5/2014
Culpeper,Fluvanna County,00632,RIDGE ROAD,6055,0027875,BALLINGER CREEK,Culvert,2013,0,-1,N,N,N,9,99.9,Y,,,9/3/2013,-,,,,VDOT,38.1,0,265,Secondary,100,2/5/2014
Culpeper,Culpeper County,01083,Somerset Drive,6024,0027908,Stream,Culvert,2002,0,-1,N,N,N,7,99.9,Y,,,8/22/2012,-,,,,VDOT,49,60,461,Secondary,93.33,2/5/2014
Culpeper,Rappahannock County,00618,Hope Hill Road,6162,0027909,Pedestrian Underpass,Culvert,2002,0,-1,N,N,N,7,99.7,N,,,7/9/2012,-,,,,Private (non-rail),10,40,524,Secondary,97.5,2/5/2014
Culpeper,Fluvanna County,00799,BEAVERDAM ROAD,6040,0027910,BEAVERDAM CREEK,Bridge,2005,0,-1,8,8,8,N,87.1,Y,,,6/25/2013,-,,,,VDOT,45,23.5,669,Secondary,100,2/5/2014
Culpeper,Fluvanna County,00623,PERKINS ROAD,6066,0027963,BRANCH VENABLE CREEK,Culvert,2004,0,-1,N,N,N,8,99.0,N,,,9/10/2013,-,,,,VDOT,12.1,30,168,Secondary,100,2/5/2014
Culpeper,Fauquier County,00863,Lake Daniel Road,6041,0028034,Carter Run,Culvert,2004,0,-1,N,N,N,7,92.9,N,,,2/20/2013,-,,,,VDOT,8,54,10,Secondary,98.77,2/5/2014
Culpeper,Fauquier County,00655,Tin Pot Run Lane,6161,0028013,Tin Pot Run,Bridge,2013,0,-1,8,8,8,N,82.9,Y,,,10/24/2013,-,,,,VDOT,73,42,1106,Secondary,100,2/5/2014
Culpeper,Louisa County,01084,Pelham Drive,6133,0028292,Beaverdam Creek,Bridge,2005,0,-1,7,7,8,N,93.9,Y,,,3/9/2012,-,,,,VDOT,35,90,120,Secondary,100,2/5/2014
Culpeper,Albemarle County,00631,RIO ROAD,6253,0028344,NORFOLK SOUTHERN RAILWAY,Bridge,2010,0,-1,8,8,8,N,89.8,Y,FO,,6/19/2012,-,,,,VDOT,196.7,90.7,25135,Secondary,100,2/5/2014
Culpeper,Louisa County,00644,Mt. Airy Road,6134,0028429,Northeast Creek,Bridge,2011,0,-1,8,8,8,N,99.8,Y,,,7/22/2013,-,,,,VDOT,71,33,411,Secondary,100,2/5/2014
Culpeper,Culpeper County,00003,Germanna Highway,1080,0028531,Stream,Culvert,2007,0,-1,N,N,N,8,85.0,N,,,4/14/2011,-,,,,VDOT,12,140,14021,Primary,100,2/5/2014
Culpeper,Culpeper County,00003,Germanna Highway,1081,0028532,Branch of Mountain Run,Culvert,2007,0,-1,N,N,N,8,85.0,N,,,4/14/2011,-,,,,VDOT,12,136,14021,Primary,100,2/5/2014
Culpeper,Albemarle County,00743,ADVANCE MILLS ROAD,6107,0028849,NORTH FORK RIVANNA RIVER,Bridge,2010,0,-1,8,8,8,N,89.7,Y,,,10/15/2013,-,,,,VDOT,235,30.4,1053,Secondary,100,2/5/2014
Culpeper,Greene County,00627,Bacon Hollow Road,6093,0029182,Stream,Culvert,2009,0,-1,N,N,N,8,97.0,N,,,12/9/2010,-,,,,VDOT,10,42,200,Secondary,99.21,2/5/2014
Culpeper,Albemarle County,00729,MILTON ROAD,6100,0029252,STREAM,Culvert,1932,0,-1,N,N,N,8,95.5,N,,,8/28/2013,-,,,,VDOT,12.1,32,6496,Secondary,100,2/5/2014
Culpeper,Culpeper County,00633,Drogheda Mountain R,6097,0029362,Branch of Muddy Run,Culvert,1985,,2010,N,N,N,7,99.0,Y,,,11/28/2012,-,,,,VDOT,24,51,700,Secondary,100,2/5/2014
Culpeper,Albemarle County,00631,Meadow Creek Parkwa,6402,0029487,MEADOW CREEK,Bridge,2010,,-1,8,8,8,N,92.9,Y,,,10/4/2012,-,,,,VDOT,280,34.3,24644,Secondary,100,2/5/2014
Culpeper,Fluvanna County,00646,Hardware Road,5012,0029450,Hardware River,Bridge,2010,,-1,8,8,7,N,94.0,Y,,,8/19/2013,-,,,,Other State,83,25,77,Secondary,100,2/5/2014
Culpeper,Albemarle County,00627,CARTERS MOUNTAIN RO,6256,0029401,STREAM,Culvert,2010,,-1,N,N,N,8,97.0,N,,,6/19/2012,-,,,,VDOT,43,43,396,Secondary,100,2/5/2014
Culpeper,Culpeper County,00639,Holly Springs Road,6137,0029931,Indian Run,Culvert,2012,,-1,N,N,N,8,98.0,Y,,,1/3/2013,-,,,,VDOT,23,34,110,Secondary,100,2/5/2014
Culpeper,Fauquier County,01140,Monroe Parkway,6365,0029932,Stream,Bridge,2006,,-1,8,8,8,N,97.0,N,,,12/11/2013,-,,,,VDOT,14,68,20,Secondary,100,2/5/2014
Culpeper,Fauquier County,01140,Monroe Parkway,6366,0029948,Stream,Bridge,2006,,-1,8,8,8,N,97.0,N,,,12/11/2013,-,,,,VDOT,16,80,20,Secondary,100,2/5/2014
Culpeper,Albemarle County,00691,Jarmans Gap Rd.,6213,0029671,POWELL CREEK,Culvert,2011,,-1,N,N,N,9,96.8,N,,,9/19/2013,-,,,,VDOT,18,87,2653,Secondary,100,2/5/2014
Culpeper,Madison County,01036,Bridle Trail Lane,6177,0030251,Little Dark Run,Bridge,2005,,-1,7,7,7,N,93.0,Y,,,4/22/2013,-,,,,VDOT,26.1,40,-1,Secondary,82.83,2/5/2014
Culpeper,Charlottesville,00020,ROUTE 20 / 9TH STRE,1820,0030142,PEDESTRIAN UNDERPASS,Bridge,2001,,-1,7,7,7,N,72.9,Y,,,4/4/2013,-,,,,City,59.7,79.8,13870,Primary,,2/5/2014
Culpeper,Greene County,00634,Mutton Hollow Road,6095,0030076,Swift Run,Culvert,2013,,-1,N,N,N,9,99.0,Y,,,8/29/2013,-,,,,VDOT,42.1,30,-1,Secondary,100,2/5/2014
Culpeper,Albemarle County,00745,ROUTE 745,6105,0030042,NORFOLK SOUTHERN RAILWAY,Bridge,2012,,-1,8,8,8,N,84.2,Y,,,7/30/2013,-,,,,VDOT,97.7,16.1,45,Secondary,100,2/5/2014
Culpeper,Fauquier County,01140,Monroe Parkway,6367,0030092,Stream,Bridge,2006,,-1,8,8,8,N,97.0,N,,,12/11/2013,-,,,,VDOT,15,59,20,Secondary,100,2/5/2014
Culpeper,Albemarle County,00606,DICKERSON ROAD,6013,0000649,NORTH FORK RIVANNA RIVER,Bridge,1924,0,-1,4,3,3,N,22.4,Y,,SD,8/1/2013,Posted,3,0,0,VDOT,340.9,15.7,201,Secondary,45.08,2/5/2014
Culpeper,Greene County,00609,Fredericksburg Road,6079,0008979,Buckner Run,Culvert,1932,0,-1,N,N,N,3,51.6,N,,SD,1/13/2014,-,,,,VDOT,12,28,813,Secondary,11.11,2/5/2014
Culpeper,Fauquier County,00015,15 (17/29) Bus. SBL,1001,0007108,Turkey Run,Bridge,1939,1953,-1,5,5,6,N,84.4,Y,,,5/10/2012,-,,,,VDOT,23,46,5422,Primary,54.16,2/5/2014
Culpeper,Fauquier County,00017,James Madison Hwy S,1023,0007141,Broad Run,Bridge,1938,1979,1979,5,5,6,N,82.7,Y,,,7/24/2013,-,,,,VDOT,22.5,44,9045,Primary,83.3,2/5/2014
Culpeper,Fauquier County,00017,Route 17 SBL,1036,0007148,NS Railway & Rte 805,Bridge,1948,1980,1980,6,5,5,N,63.5,Y,FO,,10/24/2013,-,,,,VDOT,236,31.8,9401,Primary,66.72,2/5/2014
Culpeper,Fauquier County,00017,WINCHESTER RD.,1041,0007151,RTE 66,Bridge,1978,0,-1,6,5,5,N,76.8,Y,,,3/19/2012,-,,,,VDOT,437,88,17081,Primary,70.7,2/5/2014
Culpeper,Fauquier County,00017,Route 17 SBL,1044,0007155,I-66 WBL,Bridge,1960,0,-1,5,6,6,N,78.8,Y,,,9/20/2013,-,,,,VDOT,192,33,7900,Primary,79.86,2/5/2014
Culpeper,Fauquier County,00028,Catlett Road,1040,0007167,Licking Run,Bridge,1955,1990,1990,7,7,5,N,70.0,Y,,,1/10/2013,-,,,,VDOT,100,36,11838,Primary,95.87,2/5/2014
Culpeper,Fauquier County,00050,JOHN S. MOSBY HWY.,1107,0007176,GOOSE CREEK,Bridge,1954,0,-1,5,5,5,N,63.2,Y,FO,,2/28/2012,-,,,,VDOT,214.9,31.2,7857,Primary,81.78,2/5/2014
Culpeper,Fauquier County,00055,JOHN MARSHALL HWY.,1022,0007182,SOU RWY & GOOSE CREEK,Bridge,1936,1987,-1,7,7,5,N,87.1,Y,,,1/27/2012,-,,,,VDOT,241.1,35.8,742,Primary,78.7,2/5/2014
Culpeper,Fauquier County,00066,RTE. I-66 W.B.L.,2000,0007187,RTE 731,Bridge,1960,0,-1,6,5,5,N,74.8,Y,,,7/5/2012,-,,,,VDOT,121.1,44,12859,Interstate,85.14,2/5/2014
Culpeper,Fauquier County,00066,EBL ROUTE 0066,2001,0007189,RT 731,Bridge,1960,0,-1,7,5,6,N,73.0,Y,,,7/5/2012,-,,,,VDOT,121,44,18378,Interstate,98.92,2/5/2014
Culpeper,Fauquier County,00066,I-66 WBL,2002,0007191,Route 245,Bridge,1979,0,-1,6,5,7,N,85.5,Y,,,10/21/2013,-,,,,VDOT,207,44,13500,Interstate,76.3,2/5/2014
Culpeper,Fauquier County,00066,I-66 EBL,2003,0007193,Route 245,Bridge,1979,0,-1,6,5,7,N,85.1,Y,,,10/21/2013,-,,,,VDOT,207,44,17511,Interstate,77.4,2/5/2014
Culpeper,Fauquier County,00066,EBL ROUTE 0066,2015,0007204,RTE 688,Bridge,1978,0,-1,7,5,6,N,82.0,Y,,,10/3/2012,-,,,,VDOT,150,44,18378,Interstate,91.97,2/5/2014
Culpeper,Fauquier County,00066,WBL ROUTE 0066,2016,0007206,RTE 688,Bridge,1978,0,-1,7,5,5,N,82.3,Y,,,10/3/2012,-,,,,VDOT,150,44,15794,Interstate,94.87,2/5/2014
Culpeper,Fauquier County,00066,I-66 EBL,2040,0007224,Relocated Broad Run,Bridge,1979,0,-1,7,5,5,N,85.1,Y,,,7/24/2012,-,,,,VDOT,288,56,17511,Interstate,87.63,2/5/2014
Culpeper,Fauquier County,00066,I-66 WBL,2041,0007225,Relocated Broad Run,Bridge,1979,0,-1,7,5,5,N,85.5,Y,,,7/25/2012,-,,,,VDOT,288,56,14000,Interstate,97.31,2/5/2014
Culpeper,Fauquier County,00066,WBL ROUTE 0066,2042,0007226,RELOCATED BROAD RUN,Bridge,1979,0,-1,7,5,5,N,85.4,Y,,,6/26/2012,-,,,,VDOT,215.9,44,15275,Interstate,75.99,2/5/2014
Culpeper,Fauquier County,00066,I-66 EBL & WBL,2047,0007233,Stream,Culvert,1979,0,-1,N,N,N,5,59.0,N,,,12/11/2013,-,,,,VDOT,7,400,34129,Interstate,54,2/5/2014
Culpeper,Fauquier County,00066,RTE.66 EB&WB,2053,0007238,BROAD RUN,Bridge,1980,0,-1,6,5,6,N,74.0,Y,,,10/25/2012,-,,,,VDOT,226,91.9,35023,Interstate,83.16,2/5/2014
Culpeper,Fauquier County,00211,Lee Highway EBL & W,1083,0007247,Stream,Culvert,1919,1975,-1,N,N,N,5,70.9,N,,,11/18/2013,-,,,,VDOT,6,223,15599,Primary,71.6,2/5/2014
Culpeper,Fauquier County,00211,Lee Highway WBL,1087,0007248,Stream,Culvert,1930,0,-1,N,N,N,5,85.2,N,,,1/8/2014,-,,,,VDOT,7,44,7799,Primary,62.88,2/5/2014
Culpeper,Fauquier County,00211,Route 211 EBL,1912,0007253,Rappahannock River,Bridge,1975,0,-1,7,6,5,N,86.2,Y,,,10/17/2012,-,,,,VDOT,256,42,7719,Primary,92.63,2/5/2014
Culpeper,Fauquier County,00245,OLD TAVERN RD.,1003,0007256,BROAD RUN,Bridge,1935,1979,-1,5,4,7,N,47.9,Y,,SD,1/14/2013,-,,,,VDOT,42,32,3950,Primary,56.97,2/5/2014
Culpeper,Fauquier County,00245,Old Tavern Road,1094,0007257,Piney Branch,Culvert,1971,0,-1,N,N,N,4,68.5,N,,SD,5/14/2013,-,,,,VDOT,14,45,2836,Primary,22.22,2/5/2014
Culpeper,Fauquier County,00601,Hopewell Road,6237,0007258,East Fork Mill Run,Bridge,1933,0,-1,5,5,5,N,59.4,N,FO,,6/5/2013,-,,,,VDOT,22,21.3,464,Secondary,66.66,2/5/2014
Culpeper,Fauquier County,00603,Greenwich Road,6192,0007265,Kettle Run,Bridge,1937,0,-1,5,5,5,N,59.9,Y,FO,,8/2/2012,-,,,,VDOT,22.5,25.5,1811,Secondary,72.54,2/5/2014
Culpeper,Fauquier County,00605,AIRLIE RD.,6013,0007269,CEDAR RUN,Bridge,1919,0,-1,5,5,5,N,60.2,Y,FO,,3/13/2012,-,,,,VDOT,34,14,1023,Secondary,54.93,2/5/2014
Culpeper,Fauquier County,00607,Shenandoah Path,6015,0007271,Elk Run,Bridge,1964,0,-1,5,4,5,N,33.3,Y,,SD,11/18/2013,Posted,22,0,0,VDOT,26,19,133,Secondary,17.33,2/5/2014
Culpeper,Fauquier County,00607,Shenandoah Path,6151,0007272,Branch Elk Run,Culvert,1973,0,-1,N,N,N,4,71.9,N,,SD,6/6/2013,-,,,,VDOT,11,42,118,Secondary,23.81,2/5/2014
Culpeper,Fauquier County,00616,Bristersburg Road,6143,0007282,Branch Town Run,Bridge,1936,0,-1,5,5,5,N,54.3,Y,FO,,1/27/2014,-,,,,VDOT,22,26,1616,Secondary,46.4,2/5/2014
Culpeper,Fauquier County,00623,JACKSONTOWN RD.,6032,0007288,CROOKED RUN,Bridge,1975,0,-1,7,5,6,N,59.0,Y,,,4/12/2013,-,,,,VDOT,38,23,154,Secondary,61.87,2/5/2014
Culpeper,Fauquier County,00624,Crenshaw Road,6033,0007290,Goose Creek,Bridge,1919,0,-1,5,5,5,N,26.2,Y,,SD,7/18/2013,Posted,12,0,0,VDOT,67,12.4,22,Secondary,45.38,2/5/2014
Culpeper,Fauquier County,00624,Crenshaw Road,6034,0007291,Branch Goose Creek,Bridge,1919,0,-1,4,4,4,N,17.6,Y,,SD,9/4/2013,Posted,12,0,0,VDOT,23,13,22,Secondary,18,2/5/2014
Culpeper,Fauquier County,00628,Logans Mill Road,6233,0007300,Branch Barton Creek,Bridge,1930,0,-1,5,5,5,N,68.0,N,,,3/20/2013,-,,,,VDOT,18,15,43,Secondary,58.14,2/5/2014
Culpeper,Fauquier County,00629,BULL RUN MT. RD.,6040,0007301,HUNGRY RUN,Bridge,1942,0,-1,6,6,5,N,57.1,Y,FO,,5/17/2013,-,,,,VDOT,44,22,131,Secondary,63.11,2/5/2014
Culpeper,Fauquier County,00629,Bull Run Mountain R,6234,0007306,Hungry Run,Bridge,1928,0,-1,6,6,5,N,55.7,N,FO,,8/2/2013,-,,,,VDOT,22,21.7,131,Secondary,62,2/5/2014
Culpeper,Fauquier County,00635,Hume Road,6047,0007310,Thumb Run,Bridge,1932,0,-1,5,5,6,N,66.6,Y,,,7/8/2013,-,,,,VDOT,45,26,679,Secondary,70.14,2/5/2014
Culpeper,Fauquier County,00635,Hume Road,6297,0007312,Buck Run,Culvert,1956,0,-1,N,N,N,5,87.4,Y,,,12/3/2012,-,,,,VDOT,21,29,384,Secondary,55.17,2/5/2014
Culpeper,Fauquier County,00643,EUSTACE RD.,6050,0007317,LICKING RUN,Bridge,1979,0,-1,7,5,5,N,48.7,Y,FO,,4/12/2013,Posted,26,0,0,VDOT,99,17,272,Secondary,41.45,2/5/2014
Culpeper,Fauquier County,00647,Crest Hill Road,6053,0007324,East Branch Thumb Run,Bridge,1932,0,-1,5,5,4,N,40.9,Y,,SD,8/30/2013,-,,,,VDOT,33.5,21,842,Secondary,50.06,2/5/2014
Culpeper,Fauquier County,00651,Sumerduck Road,6057,0007327,Sumerduck Run,Bridge,1933,0,-1,4,4,5,N,34.6,Y,,SD,5/17/2013,-,,,,VDOT,45,22.2,950,Secondary,50.05,2/5/2014
Culpeper,Fauquier County,00651,Sumerduck Rd.,6171,0007330,Stream,Bridge,1946,0,-1,5,5,6,N,60.4,Y,FO,,4/5/2012,-,,,,VDOT,22.5,21.8,950,Secondary,55.43,2/5/2014
Culpeper,Fauquier County,00651,Sumerduck Road,6308,0007332,Tin Pot Run,Bridge,1950,2000,2000,7,7,5,N,68.5,Y,FO,,10/15/2012,-,,,,VDOT,40,23.5,1571,Secondary,95.43,2/5/2014
Culpeper,Fauquier County,00661,Botha Road,6303,0007340,Tin Pot Run,Bridge,1963,0,-1,5,5,6,N,64.4,N,FO,,8/14/2012,-,,,,VDOT,18,21,584,Secondary,45.02,2/5/2014
Culpeper,Fauquier County,00668,Savannah Branch Roa,6316,0007343,Marsh Run,Bridge,1945,2005,-1,7,7,5,N,69.6,Y,FO,,10/15/2012,-,,,,VDOT,90,20,280,Secondary,88.24,2/5/2014
Culpeper,Fauquier County,00672,Blackwell Road,6318,0007347,Cedar Run,Bridge,1966,0,-1,6,4,5,N,48.6,Y,,SD,9/24/2013,-,,,,VDOT,36,22,1253,Secondary,53.31,2/5/2014
Culpeper,Fauquier County,00673,Fosters Fork Road,6201,0007348,Stream,Bridge,1938,0,-1,5,5,6,N,68.4,N,FO,,1/6/2014,-,,,,VDOT,12,17.7,191,Secondary,68.33,2/5/2014
Culpeper,Fauquier County,00674,Georgetown Road,6204,0007353,South Run,Bridge,1938,0,-1,6,6,5,N,66.2,N,FO,,7/9/2013,-,,,,VDOT,16,22,674,Secondary,67.88,2/5/2014
Culpeper,Fauquier County,00688,Leeds Manor Road,6086,0007366,Thumb Run,Bridge,1970,0,-1,5,7,7,N,84.2,Y,,,10/22/2013,-,,,,VDOT,146,30.7,993,Secondary,90.48,2/5/2014
Culpeper,Fauquier County,00688,Leeds Manor Road,6087,0007367,Thumb Run,Bridge,1925,0,-1,4,4,4,N,41.7,Y,,SD,1/13/2014,-,,,,VDOT,45,20,525,Secondary,37.01,2/5/2014
Culpeper,Fauquier County,00688,Harts Mill Road,6178,0007369,Br Rappahannock River,Culvert,1974,0,-1,N,N,N,5,88.0,Y,,,10/10/2012,-,,,,VDOT,21,56,83,Secondary,92.26,2/5/2014
Culpeper,Fauquier County,00688,Leeds Manor Road,6270,0007374,Branch Goose Creek,Bridge,1927,0,1985,5,5,7,N,72.8,N,,,8/22/2013,-,,,,VDOT,16,28,562,Secondary,88.99,2/5/2014
Culpeper,Fauquier County,00688,Leeds Manor Road,6271,0007375,Branch Thumb Run,Bridge,1927,0,-1,4,4,4,N,47.2,N,,SD,4/2/2013,-,,,,VDOT,15,22,525,Secondary,37.08,2/5/2014
Culpeper,Fauquier County,00691,Carters Run Road,6334,0007384,Carters Run,Culvert,1968,1998,1998,N,N,N,5,87.4,Y,,,11/4/2013,-,,,,VDOT,35,50,412,Secondary,93.33,2/5/2014
Culpeper,Fauquier County,00693,Old Alexandria Tpk,6202,0007385,South Run,Bridge,1925,0,-1,5,5,5,N,57.0,N,FO,,4/10/2012,-,,,,VDOT,16,15.7,1231,Secondary,56.36,2/5/2014
Culpeper,Fauquier County,00702,Frogtown Road,6241,0007388,Cromwells Run,Bridge,1936,0,-1,4,4,4,N,37.9,Y,,SD,8/7/2013,-,,,,VDOT,23,21.5,331,Secondary,47.66,2/5/2014
Culpeper,Fauquier County,00710,Rectortown Road,6293,0007397,Goose Creek,Bridge,1961,0,-1,6,5,5,N,60.0,Y,,,2/20/2013,-,,,,VDOT,190,29,487,Secondary,74.49,2/5/2014
Culpeper,Fauquier County,00713,Maidstone Road,6104,0007404,Branch Goose Creek,Bridge,1938,0,-1,5,5,6,N,66.4,Y,,,6/12/2013,-,,,,VDOT,44,25,532,Secondary,70.81,2/5/2014
Culpeper,Fauquier County,00713,Maidstone Road,6257,0007406,Branch Goose Creek,Bridge,1957,1985,1985,6,5,6,N,71.4,Y,,,9/10/2012,-,,,,VDOT,34,23.5,532,Secondary,75.17,2/5/2014
Culpeper,Fauquier County,00715,Old Carters Mill Ro,6105,0007407,Cromwells Run,Bridge,1974,,-1,4,5,7,N,72.5,Y,,SD,10/1/2013,-,,,,VDOT,31,20,33,Secondary,51,2/5/2014
Culpeper,Fauquier County,00723,Ashville Road,6107,0007411,Branch Goose Creek,Bridge,1937,1961,-1,4,4,6,N,11.1,Y,,SD,3/20/2013,Posted,5,0,0,VDOT,31,16.5,521,Secondary,43.16,2/5/2014
Culpeper,Fauquier County,00723,ASHVILLE RD.,6289,0007412,"RTES 17, 55 & I 66",Bridge,1960,0,-1,6,4,5,N,42.6,Y,,SD,12/11/2012,-,,,,VDOT,207,29.2,521,Secondary,74.38,2/5/2014
Culpeper,Fauquier County,00724,Moreland Road,6266,0007417,Big Branch,Bridge,1960,1995,1995,7,7,5,N,74.4,N,FO,,9/11/2013,-,,,,VDOT,16,20,79,Secondary,94.68,2/5/2014
Culpeper,Fauquier County,00724,PLEASANT VALE RD.,6336,0007418,CROOKED RUN,Bridge,1968,2001,2001,7,7,5,N,77.9,Y,,,2/3/2012,-,,,,VDOT,32,24,117,Secondary,95.9,2/5/2014
Culpeper,Fauquier County,00734,Washright Road,6363,0007423,Buck Run,Culvert,1988,0,-1,N,N,N,4,71.8,N,,SD,3/19/2013,-,,,,VDOT,17,54,176,Secondary,70.37,2/5/2014
Culpeper,Fauquier County,00737,Conde Road,6219,0007425,Stream,Culvert,1973,0,-1,N,N,N,4,71.8,Y,,SD,8/20/2013,-,,,,VDOT,24,56,215,Secondary,34.23,2/5/2014
Culpeper,Fauquier County,00743,Bears Den Road,6222,0007431,Bear Run,Culvert,1975,0,-1,N,N,N,5,81.2,N,,,7/18/2012,-,,,,VDOT,13,40,172,Secondary,33.33,2/5/2014
Culpeper,Fauquier County,00751,BELCOIR RD.,6164,0007433,Harper's Run,Bridge,1970,0,-1,6,5,6,N,45.3,Y,,,4/17/2013,Posted,19,0,0,VDOT,33,16,19,Secondary,63.83,2/5/2014
Culpeper,Fauquier County,00752,SILLAMMON RD.,6118,0007434,DEEP RUN,Bridge,1977,0,-1,6,4,6,N,47.5,Y,,SD,2/19/2013,Posted,24,0,0,VDOT,116,24,186,Secondary,53.51,2/5/2014
Culpeper,Fauquier County,00759,Federal Street,6292,0007436,Gap Run,Bridge,1959,0,-1,5,5,6,N,79.5,N,,,4/24/2012,-,,,,VDOT,10,26,193,Secondary,58.35,2/5/2014
Culpeper,Fauquier County,00767,Tenerife Road,6121,0007438,Walnut Branch,Bridge,1970,1985,-1,5,5,6,N,55.6,Y,FO,,8/20/2012,-,,,,VDOT,26,17,281,Secondary,61.22,2/5/2014
Culpeper,Fauquier County,00776,Landmark School Rd,6232,0007439,Little River,Bridge,1919,0,-1,5,5,5,N,50.6,Y,FO,,9/7/2012,-,,,,VDOT,45,15,479,Secondary,60.18,2/5/2014
Culpeper,Fauquier County,00787,Watery Mountain Roa,6124,0007443,Cedar Run,Bridge,1953,1975,-1,7,4,6,N,40.7,Y,,SD,3/11/2013,Posted,21,,,VDOT,32,24,109,Secondary,59.72,2/5/2014
Culpeper,Fauquier County,00802,SPRINGS RD.,6126,0007444,GREAT RUN,Bridge,1950,1968,-1,5,5,5,N,59.0,Y,,,2/26/2013,-,,,,VDOT,66,31.6,2249,Secondary,76.58,2/5/2014
Culpeper,Fauquier County,00802,Springs Road,6181,0007446,Stream,Bridge,1936,0,-1,5,5,5,N,63.4,N,FO,,5/7/2012,-,,,,VDOT,12,26,2186,Secondary,56.47,2/5/2014
Culpeper,Fauquier County,00802,Springs Road,6183,0007447,Branch of Great Run,Bridge,1937,1958,-1,6,6,5,N,64.4,Y,FO,,6/5/2012,-,,,,VDOT,32,25.6,2212,Secondary,58.07,2/5/2014
Culpeper,Fauquier County,00802,Springs Road,6911,0007448,Rappahannock River,Bridge,1976,0,-1,5,7,7,N,75.3,Y,,,10/10/2012,-,,,,VDOT,197,34,4120,Secondary,90.63,2/5/2014
Culpeper,Fauquier County,00806,Elk Run Road,6284,0007457,Cedar Run,Bridge,1959,0,-1,6,5,5,N,63.9,Y,FO,,11/20/2013,-,,,,VDOT,222.5,27,2713,Secondary,83.68,2/5/2014
Culpeper,Fauquier County,00822,Distillery Road,6273,0007459,Goose Creek,Bridge,1961,0,-1,6,5,6,N,61.1,Y,,,10/9/2013,Posted,12,0,0,VDOT,42,14,66,Secondary,58.86,2/5/2014
Culpeper,Fauquier County,00846,Beaver Lodge Road,6342,0007462,Stream,Culvert,1979,0,-1,N,N,N,5,88.0,N,,,8/1/2013,-,,,,VDOT,7,76,111,Secondary,33.33,2/5/2014
Culpeper,Culpeper County,00003,Germanna Highway,1015,0005558,Stream,Bridge,1936,0,-1,6,6,5,N,75.6,N,FO,,7/22/2013,-,,,,VDOT,15,35.7,8960,Primary,75.73,2/5/2014
Culpeper,Culpeper County,00003,Germanna Highway,1016,0005559,Brook Run,Bridge,1936,0,-1,5,5,6,N,82.5,N,,,7/27/2012,-,,,,VDOT,18,36,7753,Primary,62.86,2/5/2014
Culpeper,Culpeper County,00015,James Madison Hwy,1029,0005569,Stream,Bridge,1939,1979,-1,6,6,5,N,80.7,N,,,5/16/2013,-,,,,VDOT,12,42,4875,Primary,78.38,2/5/2014
Culpeper,Culpeper County,00015,James Madison Hwy.,1059,0005570,Route 29 Bypass,Bridge,1971,0,-1,6,6,5,N,85.4,Y,,,5/1/2012,-,,,,VDOT,162,80.7,5499,Primary,95.92,2/5/2014
